"","Year","Genus","Export.region","Exporter.reported.quantity","Purpose","Source"
"16105",2015,"Macaca","Asia",486,"S","C"
"16106",2015,"Macaca","Asia",1913,"T","C"
"16125",2015,"Macaca","Asia",1908,"T","F"
"16127",2015,"Macaca","Asia",676,"M","C"
"16150",2015,"Macaca","Asia",111,"T","F"
"16151",2015,"Macaca","Asia",543,"T","C"
"16155",2015,"Macaca","Asia",6,"S","C"
"16172",2015,"Macaca","Asia",103,"M","F"
"16186",2015,"Macaca","Asia",147,"T","F"
"16187",2015,"Macaca","Asia",NA,"M","C"
"16188",2015,"Macaca","Asia",490,"T","C"
"16211",2015,"Macaca","Asia",NA,"M","C"
"16212",2015,"Macaca","Asia",720,"T","C"
"16215",2015,"Macaca","Africa",240,"M","C"
"16262",2015,"Macaca","Asia",100,"T","C"
"16293",2015,"Macaca","Asia",NA,"S","C"
"16294",2015,"Macaca","Asia",261,"T","C"
"16364",2015,"Macaca","Asia",NA,"M","C"
"16365",2015,"Macaca","Asia",15997,"T","C"
"16366",2015,"Macaca","Asia",NA,"T","W"
"16460",2015,"Macaca","Asia",1650,"T","F"
"16465",2015,"Macaca","Asia",35,"M","F"
"16477",2015,"Macaca","Africa",275,"M","C"
"16478",2015,"Macaca","Africa",3713,"M","F"
"16479",2015,"Macaca","Africa",89,"T","F"
"16480",2015,"Macaca","Africa",NA,"T","W"
"16501",2015,"Macaca","Asia",165,"S","F"
"16505",2015,"Macaca","Asia",NA,"M","C"
"16506",2015,"Macaca","Asia",1412,"T","C"
"16518",2015,"Macaca","Asia",NA,"B","W"
"16519",2015,"Macaca","Asia",30,"T","W"
"16522",2015,"Macaca","Asia",NA,"T","C"
"16523",2015,"Macaca","Asia",8,"Z","C"
"16524",2015,"Macaca","Asia",4,"Z","C"
"16525",2015,"Macaca","Asia",2,"Z","F"
"16529",2015,"Macaca","Asia",20,"T","C"
"16547",2015,"Macaca","Asia",210,"T","C"
"16599",2015,"Macaca","Asia",69,"T","C"
"16620",2015,"Macaca","Asia",20,"T","C"
"16627",2015,"Macaca","Asia",NA,"M","C"
"16628",2015,"Macaca","Asia",6,"S","C"
"16629",2015,"Macaca","Asia",124,"T","C"
"16637",2015,"Macaca","Asia",1,"P","C"
"16638",2015,"Macaca","Asia",5,"Q","U"
"16645",2015,"Macaca","Asia",NA,"M","C"
"16646",2015,"Macaca","Asia",40,"T","C"
"16689",2015,"Macaca","Asia",1400,"T","C"
"16706",2015,"Macaca","Asia",NA,"P","C"
"16729",2015,"Macaca","Asia",1,"T","C"
"16739",2015,"Macaca","Asia",6,"B","C"
"16740",2015,"Macaca","Asia",NA,"Z","C"
"16742",2015,"Macaca","Asia",6,"T","C"
"16745",2015,"Macaca","Asia",1,"Q","C"
"16748",2015,"Miopithecus","Asia",4,"T","W"
"16784",2015,"Papio","Africa",10,"","W"
"16856",2015,"Papio","Asia",45,"T","C"
"16901",2015,"Papio","Asia",3,"T","C"
"16913",2015,"Papio","Africa",NA,"T","W"
"16914",2015,"Papio","Africa",NA,"T","C"
"16915",2015,"Papio","Africa",12,"Z","C"
"16927",2015,"Papio","Africa",2,"Z","C"
"17206",2015,"Galago","Africa",20,"T","W"
"17207",2015,"Galago","Africa",54,"B","C"
"17208",2015,"Galago","Africa",141,"T","C"
"17213",2015,"Galago","Africa",5,"T","W"
"17217",2015,"Galago","Africa",1,"T","W"
"17222",2015,"Perodicticus","Africa",10,"T","W"
"17226",2015,"Chiropotes","Africa",1,"T","F"
"17227",2015,"Chiropotes","Africa",NA,"Z","F"
"17269",2016,"Leontopithecus","America",2,"B","C"
"17270",2016,"Leontopithecus","America",NA,"Z","C"
"17271",2016,"Leontopithecus","America",NA,"Z","F"
"17277",2016,"Leontopithecus","Asia",1,"Z","C"
"17283",2016,"Saguinus","Asia",1,"Z","C"
"17296",2016,"Saguinus","Asia",1,"Z","C"
"17313",2016,"Pygathrix","Asia",3,"Z","C"
"17384",2016,"Pan","Africa",1,"N","W"
"17387",2016,"Pan","Asia",1,"Z","I"
"17388",2016,"Pan","Asia",2,"Z","C"
"17397",2016,"Pan","Asia",2,"T","W"
"17398",2016,"Pan","Asia",2,"B","C"
"17399",2016,"Pan","Asia",1,"Q","C"
"17400",2016,"Pan","Africa",NA,"Q","I"
"17403",2016,"Pan","Africa",3,"Z","W"
"17418",2016,"Pan","Asia",1,"Q","C"
"17419",2016,"Pan","Asia",NA,"Q","C"
"17441",2016,"Pongo","Asia",1,"Z","C"
"17447",2016,"Pongo","Asia",2,"Z","C"
"17478",2016,"Eulemur","Asia",1,"Z","C"
"17489",2016,"Lemur","Asia",NA,"Z","C"
"17512",2016,"Lemur","Asia",2,"T","W"
"17515",2016,"Lemur","Asia",NA,"Z","C"
"17525",2016,"Varecia","Asia",1,"Z","C"
"17542",2016,"Nycticebus","Asia",NA,"B","I"
"17561",2016,"Alouatta","America",NA,"T","C"
"17562",2016,"Alouatta","America",6,"Z","C"
"17576",2016,"Ateles","America",NA,"Z","C"
"17597",2016,"Callithrix","Africa",1,"T","C"
"17603",2016,"Callithrix","Africa",90,"T","C"
"17613",2016,"Callithrix","Asia",4,"T","C"
"17614",2016,"Callithrix","Africa",NA,"B","C"
"17615",2016,"Callithrix","Africa",180,"T","C"
"17616",2016,"Callithrix","Africa",NA,"T","W"
"17617",2016,"Callithrix","Africa",NA,"Z","C"
"17629",2016,"Callithrix","America",2,"B","C"
"17631",2016,"Callithrix","Africa",37,"T","C"
"17632",2016,"Callithrix","Africa",10,"T","C"
"17634",2016,"Callithrix","Africa",52,"T","C"
"17635",2016,"Callithrix","Africa",10,"T","C"
"17636",2016,"Callithrix","Africa",32,"T","C"
"17641",2016,"Callithrix","Africa",10,"T","C"
"17644",2016,"Callithrix","Asia",NA,"S","C"
"17649",2016,"Callithrix","Africa",NA,"T","C"
"17650",2016,"Callithrix","Africa",210,"T","C"
"17651",2016,"Callithrix","Asia",10,"T","C"
"17652",2016,"Callithrix","Africa",72,"T","C"
"17653",2016,"Callithrix","Africa",30,"T","C"
"17656",2016,"Callithrix","America",6,"B","C"
"17657",2016,"Callithrix","Africa",10,"T","C"
"17658",2016,"Callithrix","Africa",10,"T","C"
"17659",2016,"Callithrix","Africa",36,"T","C"
"17660",2016,"Callithrix","Africa",8,"T","C"
"17661",2016,"Callithrix","Africa",28,"T","C"
"17662",2016,"Callithrix","Africa",10,"T","C"
"17663",2016,"Callithrix","Asia",10,"T","C"
"17683",2016,"Cebus","Africa",1,"T","C"
"17685",2016,"Cebus","America",10,"B","W"
"17686",2016,"Cebus","Africa",16,"T","C"
"17688",2016,"Cebus","America",NA,"B","W"
"17689",2016,"Cebus","America",218,"T","W"
"17691",2016,"Cebus","Asia",2,"Q","F"
"17694",2016,"Cebus","Africa",34,"T","C"
"17695",2016,"Cebus","Africa",12,"T","C"
"17696",2016,"Cebus","America",30,"B","W"
"17697",2016,"Cebus","America",10,"T","W"
"17701",2016,"Cebus","America",NA,"Z","W"
"17709",2016,"Cebus","America",NA,"T","W"
"17711",2016,"Cebus","Africa",2,"T","C"
"17713",2016,"Cebus","Africa",2,"T","C"
"17723",2016,"Cebus","Africa",10,"T","C"
"17724",2016,"Cebus","America",NA,"B","W"
"17725",2016,"Cebus","America",85,"T","W"
"17729",2016,"Cebus","Africa",10,"T","C"
"17730",2016,"Cebus","America",NA,"Z","W"
"17732",2016,"Cebus","America",NA,"T","W"
"17735",2016,"Saguinus","Africa",2,"Z","C"
"17737",2016,"Saguinus","Africa",NA,"T","C"
"17745",2016,"Saguinus","Africa",2,"T","C"
"17756",2016,"Saguinus","Africa",2,"T","C"
"17758",2016,"Saguinus","America",10,"B","W"
"17759",2016,"Saguinus","Africa",74,"T","C"
"17760",2016,"Saguinus","America",NA,"B","W"
"17761",2016,"Saguinus","America",5,"T","W"
"17762",2016,"Saguinus","America",40,"",""
"17763",2016,"Saguinus","Africa",10,"T","C"
"17765",2016,"Saguinus","America",NA,"B","W"
"17766",2016,"Saguinus","Africa",18,"T","C"
"17767",2016,"Saguinus","Africa",8,"T","C"
"17768",2016,"Saguinus","Africa",18,"T","C"
"17769",2016,"Saguinus","America",20,"B","W"
"17770",2016,"Saguinus","Africa",6,"T","C"
"17785",2016,"Saimiri","America",20,"B","W"
"17786",2016,"Saimiri","Africa",43,"T","C"
"17788",2016,"Saimiri","America",NA,"B","W"
"17789",2016,"Saimiri","America",360,"T","W"
"17790",2016,"Saimiri","America",50,"B","W"
"17793",2016,"Saimiri","Africa",10,"Z","C"
"17796",2016,"Saimiri","America",NA,"Z","W"
"17797",2016,"Saimiri","Africa",10,"T","C"
"17798",2016,"Saimiri","America",NA,"B","W"
"17799",2016,"Saimiri","Africa",10,"T","C"
"17800",2016,"Saimiri","America",45,"B","W"
"17801",2016,"Saimiri","America",NA,"Z","W"
"17803",2016,"Saimiri","America",NA,"T","W"
"17804",2016,"Allochrocebus","Asia",8,"T","C"
"17807",2016,"Cercocebus","Asia",1,"T","W"
"17820",2016,"Cercopithecus","Africa",26,"T","W"
"17823",2016,"Cercopithecus","Asia",2,"T","C"
"17826",2016,"Cercopithecus","Asia",3,"T","C"
"17831",2016,"Cercopithecus","Africa",24,"T","W"
"17836",2016,"Cercopithecus","Africa",NA,"T","W"
"17839",2016,"Cercopithecus","Africa",24,"T","W"
"17840",2016,"Cercopithecus","Africa",NA,"T","W"
"17845",2016,"Cercopithecus","Asia",5,"T","C"
"17847",2016,"Cercopithecus","Africa",2,"Z","C"
"17848",2016,"Cercopithecus","Africa",12,"T","W"
"17853",2016,"Cercopithecus","Africa",12,"T","W"
"17856",2016,"Cercopithecus","Asia",6,"T","C"
"17857",2016,"Cercopithecus","Asia",2,"T","W"
"17858",2016,"Cercopithecus","Asia",12,"T","C"
"17888",2016,"Chlorocebus","Africa",NA,"B","W"
"17889",2016,"Chlorocebus","Africa",NA,"T","W"
"17958",2016,"Chlorocebus","Africa",26,"T","W"
"18019",2016,"Chlorocebus","Africa",70,"","W"
"18041",2016,"Chlorocebus","Africa",40,"","W"
"18061",2016,"Chlorocebus","Africa",10,"","W"
"18071",2016,"Chlorocebus","America",1,"P","W"
"18077",2016,"Chlorocebus","Asia",10,"T","C"
"18086",2016,"Chlorocebus","Africa",20,"","W"
"18096",2016,"Chlorocebus","Africa",64,"","W"
"18098",2016,"Chlorocebus","Asia",15,"T","C"
"18129",2016,"Chlorocebus","America",25,"M","C"
"18139",2016,"Chlorocebus","Asia",135,"T","C"
"18154",2016,"Chlorocebus","America",34,"M","W"
"18155",2016,"Chlorocebus","America",128,"T","W"
"18160",2016,"Chlorocebus","Africa",NA,"T","W"
"18169",2016,"Colobus","Africa",NA,"B","W"
"18170",2016,"Colobus","Africa",70,"T","W"
"18171",2016,"Colobus","Asia",3,"Z","F"
"18173",2016,"Colobus","Africa",20,"","W"
"18174",2016,"Colobus","Africa",NA,"T","W"
"18175",2016,"Colobus","Africa",NA,"Z","W"
"18181",2016,"Colobus","Asia",17,"T","C"
"18191",2016,"Colobus","Africa",NA,"Z","C"
"18195",2016,"Erythrocebus","Africa",NA,"B","W"
"18196",2016,"Erythrocebus","Africa",NA,"T","W"
"18197",2016,"Erythrocebus","Africa",60,"","W"
"18198",2016,"Erythrocebus","Africa",15,"T","W"
"18203",2016,"Erythrocebus","Africa",10,"",""
"18205",2016,"Erythrocebus","Africa",2,"Z","W"
"18206",2016,"Erythrocebus","Africa",20,"","W"
"18210",2016,"Erythrocebus","Asia",17,"T","C"
"18217",2016,"Erythrocebus","Africa",NA,"T","W"
"18218",2016,"Erythrocebus","Africa",1,"N","W"
"18220",2016,"Lophocebus","Asia",3,"T","W"
"18222",2016,"Lophocebus","Asia",3,"T","W"
"18223",2016,"Lophocebus","Asia",15,"T","C"
"18231",2016,"Macaca","Asia",NA,"T","C"
"18234",2016,"Macaca","Asia",5,"Z","C"
"18285",2016,"Macaca","Asia",120,"S","C"
"18286",2016,"Macaca","Asia",360,"T","C"
"18306",2016,"Macaca","Africa",162,"M","F"
"18448",2016,"Macaca","Asia",120,"T","F"
"18493",2016,"Macaca","Africa",200,"M","F"
"18563",2016,"Macaca","Africa",1017,"M","F"
"18568",2016,"Macaca","Asia",400,"T","C"
"18601",2016,"Macaca","Africa",46,"M","C"
"18602",2016,"Macaca","Africa",1359,"M","F"
"18636",2016,"Macaca","Asia",NA,"M","C"
"18637",2016,"Macaca","Asia",560,"T","C"
"18650",2016,"Macaca","Africa",435,"M","C"
"18651",2016,"Macaca","Africa",763,"M","F"
"18677",2016,"Macaca","Asia",NA,"M","C"
"18678",2016,"Macaca","Asia",744,"T","C"
"18681",2016,"Macaca","Asia",210,"T","C"
"18730",2016,"Macaca","Asia",34,"S","C"
"18731",2016,"Macaca","Asia",1932,"T","C"
"18743",2016,"Macaca","Asia",3060,"T","F"
"18766",2016,"Macaca","Asia",295,"T","F"
"18767",2016,"Macaca","Asia",1114,"T","C"
"18769",2016,"Macaca","Asia",1,"Q","C"
"18772",2016,"Macaca","Asia",36,"M","F"
"18773",2016,"Macaca","Asia",10,"T","C"
"18785",2016,"Macaca","Asia",77,"M","F"
"18805",2016,"Macaca","Asia",72,"T","F"
"18806",2016,"Macaca","Asia",NA,"","C"
"18807",2016,"Macaca","Asia",555,"T","C"
"18813",2016,"Macaca","Asia",1,"Q","C"
"18844",2016,"Macaca","Africa",NA,"M","C"
"18895",2016,"Macaca","Asia",172,"T","C"
"18926",2016,"Macaca","Asia",NA,"S","C"
"18927",2016,"Macaca","Asia",70,"T","C"
"18935",2016,"Macaca","Asia",1,"Q","C"
"18996",2016,"Macaca","Asia",NA,"M","C"
"18997",2016,"Macaca","Asia",NA,"M","F"
"18998",2016,"Macaca","Asia",3105,"S","C"
"18999",2016,"Macaca","Asia",16781,"T","C"
"19112",2016,"Macaca","Asia",NA,"S","F"
"19113",2016,"Macaca","Asia",3274,"T","F"
"19127",2016,"Macaca","Africa",3834,"M","F"
"19128",2016,"Macaca","Africa",44,"M","W"
"19129",2016,"Macaca","Africa",NA,"T","F"
"19141",2016,"Macaca","Asia",495,"S","F"
"19142",2016,"Macaca","Asia",165,"T","C"
"19143",2016,"Macaca","Asia",755,"T","F"
"19146",2016,"Macaca","Asia",NA,"M","F"
"19147",2016,"Macaca","Asia",480,"T","C"
"19153",2016,"Macaca","Asia",1,"Q","C"
"19154",2016,"Macaca","Asia",NA,"Q","C"
"19170",2016,"Macaca","Asia",2,"Q","C"
"19187",2016,"Macaca","Asia",3,"Q","C"
"19197",2016,"Macaca","Asia",120,"S","C"
"19198",2016,"Macaca","Asia",338,"T","C"
"19234",2016,"Macaca","Asia",120,"T","C"
"19260",2016,"Macaca","Asia",50,"S","C"
"19261",2016,"Macaca","Asia",70,"T","C"
"19265",2016,"Macaca","Asia",5,"Q","C"
"19270",2016,"Macaca","Asia",NA,"M","C"
"19272",2016,"Macaca","Asia",NA,"M","C"
"19273",2016,"Macaca","Asia",20,"S","C"
"19274",2016,"Macaca","Asia",66,"T","C"
"19278",2016,"Macaca","Asia",3,"Z","C"
"19279",2016,"Macaca","Asia",3,"Q","C"
"19281",2016,"Macaca","Asia",1,"Q","C"
"19291",2016,"Macaca","Asia",NA,"M","C"
"19316",2016,"Macaca","Asia",1,"Q","C"
"19333",2016,"Macaca","Asia",NA,"M","C"
"19334",2016,"Macaca","Asia",NA,"M","F"
"19335",2016,"Macaca","Asia",420,"S","C"
"19336",2016,"Macaca","Asia",1502,"T","C"
"19353",2016,"Macaca","Asia",1,"Q","C"
"19354",2016,"Macaca","Asia",NA,"Q","C"
"19357",2016,"Macaca","Asia",5,"Z","C"
"19362",2016,"Macaca","Asia",7,"S","C"
"19363",2016,"Macaca","Asia",8,"Q","C"
"19365",2016,"Macaca","Asia",1,"Z","C"
"19368",2016,"Macaca","Asia",1,"Q","C"
"19375",2016,"Macaca","Asia",15,"T","C"
"19376",2016,"Macaca","Asia",2,"Q","C"
"19383",2016,"Macaca","Asia",2,"Q","C"
"19384",2016,"Macaca","Asia",NA,"Q","C"
"19385",2016,"Macaca","Asia",1,"Q","C"
"19387",2016,"Macaca","Asia",1,"Q","C"
"19390",2016,"Macaca","Asia",1,"Q","C"
"19409",2016,"Papio","Africa",NA,"B","W"
"19410",2016,"Papio","Africa",NA,"T","W"
"19411",2016,"Papio","Africa",40,"","W"
"19471",2016,"Papio","Africa",1,"H","W"
"19536",2016,"Papio","Asia",1,"Z","C"
"19537",2016,"Papio","Asia",2,"Q","C"
"19542",2016,"Papio","Asia",1,"Q","C"
"19552",2016,"Papio","Asia",1,"Q","C"
"19553",2016,"Papio","Asia",NA,"Q","C"
"19862",2016,"Trachypithecus","Asia",1,"Z","C"
"19865",2016,"Galago","Africa",10,"T","W"
"19866",2016,"Galago","Africa",51,"T","C"
"19868",2016,"Galago","Africa",10,"T","W"
"19870",2016,"Galago","Africa",30,"T","W"
"19877",2016,"Perodicticus","Africa",2,"T","W"
"19881",2016,"Perodicticus","Africa",10,"T","W"
"19907",2017,"Ateles","America",4,"T","F"
"19915",2017,"Leontopithecus","America",3,"Z","F"
"19931",2017,"Saguinus","Africa",NA,"B","C"
"19933",2017,"Saguinus","Africa",2,"Z","C"
"19958",2017,"Mandrillus","Asia",NA,"Z","C"
"19962",2017,"Nasalis","Asia",6,"Z","C"
"19965",2017,"Pygathrix","Asia",NA,"Z","C"
"20011",2017,"Pan","Africa",1,"N","I"
"20013",2017,"Pan","America",3,"Z","C"
"20014",2017,"Pan","America",1,"Z","F"
"20021",2017,"Pan","Asia",NA,"Z","C"
"20022",2017,"Pan","Asia",NA,"Z","F"
"20023",2017,"Pan","Asia",NA,"Z","C"
"20038",2017,"Pan","Africa",1,"Z","W"
"20039",2017,"Pan","America",1,"Z","C"
"20048",2017,"Pan","Asia",2,"Z","C"
"20060",2017,"Pan","Asia",NA,"Z","W"
"20061",2017,"Pan","Asia",NA,"Z","C"
"20062",2017,"Pan","Africa",1,"Z","C"
"20068",2017,"Pongo","Asia",1,"Q","C"
"20073",2017,"Pongo","Asia",2,"Z","C"
"20074",2017,"Pongo","Asia",4,"T","C"
"20075",2017,"Pongo","Asia",NA,"Z","C"
"20096",2017,"Hylobates","Asia",8,"Z","I"
"20104",2017,"Symphalangus","Asia",1,"Z","C"
"20118",2017,"Eulemur","Asia",NA,"Z","C"
"20119",2017,"Eulemur","Africa",NA,"B","C"
"20125",2017,"Lemur","Africa",30,"Z","C"
"20147",2017,"Lemur","Africa",2,"Z","C"
"20152",2017,"Lemur","Asia",NA,"Z","C"
"20171",2017,"Lemur","Asia",1,"Z","C"
"20173",2017,"Lemur","Africa",NA,"T","C"
"20174",2017,"Lemur","Africa",30,"Z","C"
"20176",2017,"Varecia","Africa",4,"Z","C"
"20182",2017,"Varecia","Africa",NA,"Z","C"
"20183",2017,"Varecia","Africa",4,"Z","C"
"20227",2017,"Aotus","America",NA,"Z","C"
"20233",2017,"Aotus","Africa",2,"T","C"
"20258",2017,"Ateles","Africa",6,"T","C"
"20268",2017,"Ateles","America",3,"Z","C"
"20269",2017,"Ateles","America",3,"Z","F"
"20275",2017,"Ateles","Africa",2,"T","C"
"20295",2017,"Callithrix","Africa",6,"T","C"
"20297",2017,"Callithrix","Asia",2,"Z","C"
"20298",2017,"Callithrix","Africa",1,"T","C"
"20300",2017,"Callithrix","America",2,"Z","C"
"20303",2017,"Callithrix","Africa",544,"T","C"
"20305",2017,"Callithrix","Africa",16,"T","C"
"20316",2017,"Callithrix","Asia",4,"T","C"
"20318",2017,"Callithrix","Africa",NA,"B","C"
"20319",2017,"Callithrix","Africa",210,"T","C"
"20320",2017,"Callithrix","Africa",80,"Z","C"
"20324",2017,"Callithrix","Africa",6,"T","C"
"20326",2017,"Callithrix","Asia",13,"M","C"
"20328",2017,"Callithrix","Africa",12,"T","C"
"20330",2017,"Callithrix","Africa",64,"T","C"
"20331",2017,"Callithrix","Africa",10,"T","C"
"20345",2017,"Callithrix","America",NA,"P","C"
"20348",2017,"Callithrix","Africa",100,"T","C"
"20351",2017,"Callithrix","Africa",32,"T","C"
"20352",2017,"Callithrix","Africa",5,"T","C"
"20353",2017,"Callithrix","Africa",454,"T","C"
"20354",2017,"Callithrix","Africa",50,"T","C"
"20355",2017,"Callithrix","Africa",10,"Z","C"
"20357",2017,"Callithrix","Africa",6,"T","C"
"20358",2017,"Callithrix","Africa",48,"T","C"
"20359",2017,"Callithrix","Africa",10,"T","C"
"20360",2017,"Callithrix","Africa",100,"T","C"
"20367",2017,"Callithrix","Asia",NA,"Z","C"
"20383",2017,"Cebus","America",3,"B","W"
"20384",2017,"Cebus","Africa",128,"T","C"
"20386",2017,"Cebus","America",NA,"B","W"
"20387",2017,"Cebus","America",165,"T","W"
"20388",2017,"Cebus","America",NA,"Z","W"
"20389",2017,"Cebus","America",15,"B","W"
"20392",2017,"Cebus","Africa",16,"T","C"
"20394",2017,"Cebus","Africa",4,"T","C"
"20395",2017,"Cebus","America",20,"Z","W"
"20397",2017,"Cebus","America",16,"Z","W"
"20403",2017,"Cebus","Africa",22,"T","C"
"20404",2017,"Cebus","America",4,"Z","F"
"20406",2017,"Cebus","Africa",4,"T","C"
"20419",2017,"Cebus","Africa",130,"T","C"
"20420",2017,"Cebus","America",NA,"T","W"
"20421",2017,"Cebus","America",NA,"Z","W"
"20424",2017,"Cebus","Africa",18,"T","C"
"20451",2017,"Saguinus","Africa",6,"Z","C"
"20453",2017,"Saguinus","America",10,"B","W"
"20454",2017,"Saguinus","Africa",292,"T","C"
"20455",2017,"Saguinus","Africa",4,"T","C"
"20456",2017,"Saguinus","America",NA,"T","W"
"20458",2017,"Saguinus","Asia",NA,"Z","C"
"20459",2017,"Saguinus","America",17,"B","W"
"20460",2017,"Saguinus","Africa",22,"T","C"
"20461",2017,"Saguinus","Africa",5,"T","C"
"20480",2017,"Saimiri","America",100,"T","W"
"20481",2017,"Saimiri","America",30,"B","W"
"20482",2017,"Saimiri","Africa",193,"T","C"
"20486",2017,"Saimiri","America",NA,"B","W"
"20487",2017,"Saimiri","America",417,"T","W"
"20488",2017,"Saimiri","America",NA,"Z","W"
"20489",2017,"Saimiri","America",50,"B","W"
"20492",2017,"Saimiri","America",20,"B","W"
"20493",2017,"Saimiri","America",30,"T","W"
"20494",2017,"Saimiri","Africa",12,"T","C"
"20495",2017,"Saimiri","America",90,"Z","W"
"20496",2017,"Saimiri","America",28,"T","W"
"20499",2017,"Saimiri","America",30,"Z","W"
"20501",2017,"Saimiri","America",50,"T","W"
"20502",2017,"Saimiri","America",NA,"Z","W"
"20506",2017,"Saimiri","Africa",2,"Z","C"
"20510",2017,"Saimiri","America",NA,"T","W"
"20513",2017,"Allochrocebus","Asia",5,"T","C"
"20519",2017,"Cercocebus","Africa",1,"T","F"
"20521",2017,"Cercocebus","Asia",6,"Z","C"
"20522",2017,"Cercocebus","Asia",15,"Z","C"
"20526",2017,"Cercopithecus","Africa",50,"T","W"
"20533",2017,"Cercopithecus","Africa",1,"","W"
"20535",2017,"Cercopithecus","Asia",2,"T","C"
"20540",2017,"Cercopithecus","Asia",3,"T","C"
"20545",2017,"Cercopithecus","Africa",25,"T","W"
"20546",2017,"Cercopithecus","Africa",15,"T","W"
"20563",2017,"Cercopithecus","Asia",5,"T","C"
"20566",2017,"Cercopithecus","Asia",2,"Z","W"
"20567",2017,"Cercopithecus","Africa",12,"T","W"
"20571",2017,"Cercopithecus","Africa",NA,"T","W"
"20572",2017,"Cercopithecus","Africa",10,"T","W"
"20573",2017,"Cercopithecus","Asia",3,"T","C"
"20574",2017,"Cercopithecus","Africa",10,"T","W"
"20575",2017,"Cercopithecus","Asia",4,"T","C"
"20576",2017,"Cercopithecus","Asia",3,"Z","C"
"20605",2017,"Chlorocebus","Africa",NA,"B","W"
"20606",2017,"Chlorocebus","Africa",NA,"T","W"
"20649",2017,"Chlorocebus","Asia",NA,"Z","C"
"20665",2017,"Chlorocebus","Africa",50,"T","W"
"20718",2017,"Chlorocebus","Africa",40,"","W"
"20719",2017,"Chlorocebus","Africa",60,"T","W"
"20731",2017,"Chlorocebus","Africa",10,"","W"
"20771",2017,"Chlorocebus","Asia",NA,"P","W"
"20772",2017,"Chlorocebus","Asia",1,"P","W"
"20787",2017,"Chlorocebus","Africa",40,"T","W"
"20790",2017,"Chlorocebus","Asia",60,"B","W"
"20797",2017,"Chlorocebus","Africa",15,"","W"
"20798",2017,"Chlorocebus","Africa",10,"","C"
"20800",2017,"Chlorocebus","Africa",306,"","W"
"20801",2017,"Chlorocebus","Asia",15,"T","C"
"20824",2017,"Chlorocebus","Asia",20,"T","C"
"20839",2017,"Chlorocebus","Asia",20,"T","C"
"20844",2017,"Chlorocebus","Asia",145,"T","C"
"20845",2017,"Chlorocebus","Asia",30,"Z","C"
"20868",2017,"Chlorocebus","America",40,"T","W"
"20874",2017,"Chlorocebus","Asia",1,"Z","C"
"20881",2017,"Colobus","Africa",NA,"B","W"
"20882",2017,"Colobus","Africa",150,"T","W"
"20883",2017,"Colobus","Asia",2,"Z","C"
"20885",2017,"Colobus","Africa",NA,"B","W"
"20886",2017,"Colobus","Africa",NA,"T","W"
"20887",2017,"Colobus","Asia",10,"T","C"
"20889",2017,"Colobus","Africa",10,"Z","C"
"20894",2017,"Colobus","Africa",20,"","W"
"20895",2017,"Colobus","Asia",10,"T","C"
"20896",2017,"Colobus","Asia",7,"Z","C"
"20900",2017,"Colobus","Asia",6,"Z","C"
"20902",2017,"Colobus","Africa",NA,"S","C"
"20903",2017,"Colobus","Africa",NA,"Z","C"
"20905",2017,"Erythrocebus","Asia",5,"T","C"
"20906",2017,"Erythrocebus","Africa",26,"T","C"
"20907",2017,"Erythrocebus","Africa",10,"","W"
"20908",2017,"Erythrocebus","Africa",NA,"B","W"
"20909",2017,"Erythrocebus","Africa",NA,"T","W"
"20910",2017,"Erythrocebus","Africa",155,"","W"
"20911",2017,"Erythrocebus","Africa",15,"T","W"
"20913",2017,"Erythrocebus","Asia",15,"T","C"
"20914",2017,"Erythrocebus","Africa",50,"T","W"
"20915",2017,"Erythrocebus","Africa",35,"","W"
"20916",2017,"Erythrocebus","Africa",10,"","W"
"20917",2017,"Erythrocebus","Asia",6,"T","C"
"20918",2017,"Erythrocebus","Asia",5,"Z","C"
"20923",2017,"Lophocebus","Asia",2,"Z","W"
"20925",2017,"Lophocebus","Asia",1,"T","C"
"20926",2017,"Lophocebus","Asia",10,"T","C"
"20927",2017,"Lophocebus","Asia",5,"Z","C"
"20994",2017,"Macaca","Asia",350,"T","C"
"21014",2017,"Macaca","Africa",164,"M","F"
"21185",2017,"Macaca","Asia",132,"S","C"
"21192",2017,"Macaca","Africa",428,"M","F"
"21220",2017,"Macaca","Asia",NA,"M","C"
"21221",2017,"Macaca","Asia",174,"T","C"
"21252",2017,"Macaca","Africa",878,"M","C"
"21253",2017,"Macaca","Africa",531,"M","F"
"21255",2017,"Macaca","Asia",1010,"T","C"
"21269",2017,"Macaca","Asia",198,"T","C"
"21277",2017,"Macaca","Africa",203,"M","C"
"21278",2017,"Macaca","Africa",762,"M","F"
"21298",2017,"Macaca","Asia",NA,"M","C"
"21299",2017,"Macaca","Asia",728,"T","C"
"21315",2017,"Macaca","Africa",365,"M","C"
"21316",2017,"Macaca","Africa",954,"M","F"
"21338",2017,"Macaca","Asia",NA,"M","C"
"21339",2017,"Macaca","Asia",522,"T","C"
"21400",2017,"Macaca","Asia",384,"S","C"
"21401",2017,"Macaca","Asia",1220,"T","C"
"21417",2017,"Macaca","Asia",3762,"T","F"
"21443",2017,"Macaca","Asia",1353,"T","C"
"21447",2017,"Macaca","Asia",3,"S","C"
"21458",2017,"Macaca","Asia",180,"M","C"
"21459",2017,"Macaca","Asia",70,"M","F"
"21471",2017,"Macaca","Asia",437,"T","C"
